TimeStamp,D1_Commanded_Torque,IVT_Result_I,D2_Motor_Speed,D1_DC_Bus_Voltage
1718626773536.137939,22.5,-5925.16,957.713,508.508
1718626773545.137207,23.242,-5835.3,902.717,508.676
1718626773554.136719,23.1722,-5156.28,855.534,510.011
1718626773563.135986,22.7,-4525.8,830.864,511.292
1718626773572.135254,22.8141,-4231.07,837.946,510.435
1718626773581.134766,22.9,-3936.34,863.945,510.081
1718626773590.134033,22.9,-4257.76,893.158,511.092
1718626773599.133301,22.9,-4644.73,928.911,510.19
1718626773608.132813,21.6453,-4895.62,964.694,509.689
1718626773617.132080,22.0686,-5082.89,988.428,509.031
1718626773626.131348,23.1,-5354.81,988.196,508.08
1718626773635.130859,23.767,-5785.37,961.559,508.128
1718626773644.130127,24.4,-5973.2,916.219,508.11
1718626773653.129395,23.5451,-5378.35,869.565,509.851
1718626773662.128906,22.9,-4787.03,845.789,510.638
1718626773671.128174,22.9,-4440.35,847.963,510.295
1718626773680.127441,22.9,-4093.66,868.3,510.204
1718626773689.126953,23.2418,-4283.54,900.049,510.204
1718626773698.126221,22.9874,-4724.98,932.617,509.5
1718626773707.125488,22.5,-5102.34,964.111,509.592
1718626773716.125000,22.5,-5431.27,988.5,509.013
1718626773725.124268,22.5,-5661.77,985.377,508.475
1718626773734.123535,22.5,-5707.19,952.924,508.892
1718626773743.123047,22.5,-5743.47,906.01,509.412
1718626773752.122314,22.7277,-5119.37,865.801,510.129
1718626773761.121826,23.6398,-4495.25,846.252,510.4
1718626773770.121094,24.2,-4346.84,853.99,510.263
1718626773779.120361,23.5742,-4323.89,881.192,510.008
1718626773788.119873,23.1,-4519.05,913.106,509.213
1718626773797.119141,22.8725,-4879.47,947.477,509.087
1718626773806.118408,22.7,-5231.16,976.61,509.214
1718626773815.117920,22.9275,-5566.39,982.967,508.217
1718626773824.117188,23.1,-5843.02,961.446,508.183
1718626773833.116455,23.4979,-5706.23,924.705,508.491
1718626773842.115967,23.4021,-5569.44,884.707,509.606
1718626773851.115234,23.1,-5004.98,854.77,510.891
1718626773860.114502,22.9863,-4393.93,851.4,510.589
1718626773869.114014,22.9,-4271.06,869.514,510.511
1718626773878.113281,22.9,-4378.6,896.168,510.726
1718626773887.112549,22.9,-4612.19,929.907,509.212
1718626773896.112061,23.3544,-4995.57,963.25,508.577
1718626773905.111328,23.984,-5389.84,983.111,508.723
1718626773914.110596,24.2,-5819.66,980.692,507.709
1718626773923.110107,23.3483,-6249.5,957.386,507.6
1718626773932.109375,22.7,-5802.02,918.997,508.559
1718626773941.108643,23.1541,-5258.28,879.848,510.704
1718626773950.108154,23.5,-4836.66,862.544,510.987
1718626773959.107422,23.3865,-4447.55,869.302,509.9
1718626773968.106689,23.3,-4346.68,891.233,510.174
1718626773977.106201,23.1865,-4589.21,922.969,509.451
1718626773986.105469,23.4971,-4881.27,955.229,509.067
1718626773995.104736,23.8,-5335.5,977.841,508.823
1718626774004.104248,23.6299,-5747.91,982.352,507.619
1718626774013.103516,23.5,-5861.3,963.866,508
1718626774022.102783,23.5,-5974.7,927.398,508
1718626774031.102295,23.5,-5466.3,888.958,509.459
1718626774040.101563,23.1599,-4889.06,866.443,510.835
1718626774049.100830,23.0134,-4541.06,865.556,509.762
1718626774058.100342,23.1,-4368.27,883.757,509.41
1718626774067.099609,22.76,-4361.94,914.032,509.627
1718626774076.098877,22.5,-4672.41,945.207,509.163
1718626774085.098389,22.7266,-4994.92,970.108,509
1718626774094.097656,22.9,-5403.94,981,508.636
1718626774103.096924,23.0133,-5812.96,968.709,508.382
1718626774112.096436,23.1,-5675.88,935.794,508.418
1718626774121.095703,23.836,-5477.89,900.348,508.382
1718626774130.094971,23.5508,-5121.44,877.175,509.874
1718626774139.094482,22.9,-4689.46,871.275,510.945
1718626774148.093750,23.4094,-4500.4,885.372,509.991
1718626774157.093018,23.8,-4602.39,912.643,509.273
1718626774166.092529,23.8,-4750.31,943.096,508.545
1718626774175.091797,23.8,-5230.58,969.548,508.773
1718626774184.091309,24.0263,-5707.85,981.909,509.2
1718626774193.090576,23.9172,-5890.08,973.001,508.418
1718626774202.089844,23.7,-6072.32,944.186,508.473
1718626774211.089355,23.7,-5715.68,909.46,508.8
1718626774220.088623,23.7,-5213.87,882.46,510.208
1718626774229.087891,24.0957,-4851.57,871.454,510.401
1718626774238.087402,24.4,-4656.9,883.354,508.509
1718626774247.086670,23.4392,-4590.58,909.714,509.354
1718626774256.085938,22.7,-4770.11,937.712,509.547
1718626774265.085449,22.7,-4971.88,962.079,508.309
1718626774274.084717,23.265,-5335.71,975.269,508.018
1718626774283.083984,23.7,-5699.54,968.924,508.254
1718626774292.083496,23.3611,-5657.33,943.481,509.707
1718626774301.082764,23.1,-5505.29,913.752,509.893
1718626774310.082031,23.1,-5171.59,889.022,509.979
1718626774319.081543,23.1,-4750.76,876.093,510.947
1718626774328.080811,23.1,-4487.4,884.975,509.765
1718626774337.080078,23.4951,-4526.55,908.787,509.408
1718626774346.079590,23.8,-4613.85,936.145,508.721
1718626774355.078857,23.0664,-5054.36,962.877,507.799
1718626774364.078125,22.5,-5494.87,978.266,508.038
1718626774373.077637,23.0642,-5657.93,971.939,507.781
1718626774382.076904,23.5,-5789.32,946.051,508.362
1718626774391.076172,24.1204,-5612.35,915.771,508.709
1718626774400.075684,24.6,-5287.01,892.849,508.6
1718626774409.074951,23.9797,-5013.65,883,509.008
1718626774418.074219,24.9095,-4803.06,892.959,509.093
1718626774427.073730,26,-4717.52,916.316,508.781
1718626774436.072998,23.8017,-5049.59,941.766,508.547
1718626774445.072266,22.1,-5379,962.335,508.091
1718626774454.071777,22.1,-5455.46,966.833,508.471
1718626774463.071045,22.1,-5531.31,951.692,508.71
1718626774472.070313,22.8887,-5404.56,925.789,508.917
1718626774481.069824,23.162,-5180.05,904.217,509.074
1718626774490.069092,22.9,-4943.61,893.287,508.89
1718626774499.068359,23.0126,-4697.93,894.52,509.407
1718626774508.067871,23.1,-4592.97,909.944,508.951
1718626774517.067139,23.4378,-4760.1,931.49,508.252
1718626774526.066406,23.7,-4926,951.133,508.529
1718626774535.065918,23.1371,-5237.58,965.518,508.11
1718626774544.065186,22.7,-5546.87,966.935,508.949
1718626774553.064453,22.4749,-5481.82,952.065,509.061
1718626774562.063965,22.3,-5373.38,927.808,508.568
1718626774571.063232,22.3,-5084.79,904.874,509.771
1718626774580.062500,21.85,-4708.96,891.389,510.01
1718626774589.062012,21.5,-4424.87,890.611,509.81
1718626774598.061279,21.5,-4318.68,904.476,509.204
1718626774607.060791,21.5,-4271.04,925.475,509.277
1718626774616.060059,22.6245,-4661.61,945.571,509.739
1718626774625.059326,22.8254,-5052.17,961.863,508.308
1718626774634.058838,22.3,-5290.84,964.941,508.182
1718626774643.058105,22.6372,-5511.78,949.178,508.824
1718626774652.057373,22.9,-5387.14,924.73,508.27
1718626774661.056885,22.3381,-5094.65,902.435,509.006
1718626774670.056152,21.9,-4801.77,887.944,509.275
1718626774679.055420,22.0123,-4508.39,888.407,509.406
1718626774688.054932,22.1,-4320.94,905.363,509.72
1718626774697.054199,22.1,-4491.48,928.361,508.914
1718626774706.053467,22.2123,-4661,950.008,508.47
1718626774715.052979,22.3,-4992.79,965.053,508.44
1718626774724.052246,21.8509,-5322.61,964.597,508.946
1718626774733.051514,21.5,-5274.48,947.196,508.975
1718626774742.051025,21.5,-5121.94,922.747,508.545
1718626774751.050293,21.5,-4898.44,900.899,510.015
1718626774760.049561,22.2855,-4619.46,889.2,509.68
1718626774769.049072,22.6756,-4420.07,894.648,509.025
1718626774778.048340,22.5,-4490.64,914.346,508.985
1718626774787.047607,22.2757,-4585.48,935.995,508.78
1718626774796.047119,22.1,-4864.46,952.396,508.91
1718626774805.046387,22.4364,-5143.44,960.798,508.62
1718626774814.045654,22.7,-5295.22,956.257,509.074
1718626774823.045166,22.7,-5431.92,938.561,509.136
1718626774832.044434,22.7,-5308.81,919.81,508.38
1718626774841.043701,22.4758,-4981.99,904.71,509.858
1718626774850.043213,22.3,-4734.28,895.652,510.052
1718626774859.042480,22.3,-4583.54,900.288,508.67
1718626774868.041748,22.5241,-4509.97,915.634,509.629
1718626774877.041260,22.7,-4699.39,932.633,509.592
1718626774886.040527,22.7,-4888.81,947.836,508.241
1718626774895.039795,22.7,-5123.66,957.693,507.98
1718626774904.039307,22.588,-5363.95,954.717,508.29
1718626774913.038574,22.5,-5332.8,939.372,509.163
1718626774922.037842,22.5,-5168.56,925.065,509.427
1718626774931.037354,22.0522,-4971.41,914.963,509.004
1718626774940.036621,21.7,-4733.83,910,509.5
1718626774949.035889,22.0357,-4563.84,915.381,509.007
1718626774958.035400,22.3,-4625.04,928.277,509.162
1718626774967.034668,22.0762,-4686,940.931,509.248
1718626774976.033936,21.9,-4852.68,950.138,508.559
1718626774985.033447,22.0119,-5018.72,954,508.731
1718626774994.032715,22.5474,-5115.42,948.623,508.669
1718626775003.031982,22.9,-5192.73,935.28,509
1718626775012.031494,22.1173,-5147.5,923.864,508.91
1718626775021.030762,21.5,-4861.02,916.417,509.024
1718626775030.030273,21.5,-4644.94,911.552,509.076
1718626775039.029541,21.5,-4567.55,915.477,508.352
1718626775048.028809,21.8353,-4515.51,925.924,508.561
1718626775057.028320,21.9883,-4659.93,936.476,508.739
1718626775066.027588,21.9,-4804.35,944.238,507.979
1718626775075.026855,22.0117,-4951.39,947,508.2
1718626775084.026367,22.1,-5099.17,942.526,508.468
1718626775093.025635,22.5467,-5106.12,931.632,509.024
1718626775102.024902,22.9,-5043.58,922.764,508.987
1718626775111.024414,22.4534,-4947.87,918.211,508.913
1718626775120.023682,22.1,-4811.16,916,508.898
1718626775129.022949,22.4349,-4695.22,921.364,508.4
1718626775138.022461,21.5839,-4741.17,932.469,509.473
1718626775147.021729,20.7,-4787,941.575,509.549
1718626775156.020996,21.3695,-4851.05,947.34,508.357
1718626775165.020508,21.9,-4914.95,949,508.621
1718626775174.019775,21.9,-4958.75,944.98,508.802
1718626775183.019043,21.9,-4996.89,935.534,509.97
1718626775192.018555,22.123,-4970.38,928.66,509.371
1718626775201.017822,22.523,-4863.74,925.214,508.225
1718626775210.017090,22.7,-4787.35,923.446,509.223
1718626775219.016602,22.3656,-4815.7,928.463,509.188
1718626775228.015869,22.1,-4844,937.123,509.782
1718626775237.015137,21.9886,-4880.06,941.892,509.662
1718626775246.014648,21.9,-4916.06,943.446,508.58
1718626775255.013916,22.1228,-4980.81,943.554,508.899
1718626775264.013184,22.3,-5053.71,939.433,508.668
1718626775273.012695,21.8544,-5006.05,931.879,509.312
1718626775282.011963,21.8341,-4862.51,928,509.121
1718626775291.011230,22.1,-4775.17,927.109,508.979
1718626775300.010742,22.8794,-4799.6,928.228,509.789
1718626775309.010010,23.5,-4824,936.347,509.811
1718626775318.009277,23.5,-5046.39,947.455,509.522
1718626775327.008789,23.5,-5268.53,954.336,508.721
1718626775336.008057,22.6097,-5270.18,956,508.757
1718626775345.007324,22.4564,-5244.53,954.664,508.542
1718626775354.006836,22.9,-5207.11,947.658,508.258
1718626775363.006104,22.3438,-5163.83,937.439,509.21
1718626775372.005371,21.9,-5064.61,933.445,508.244
1718626775381.004883,22.0112,-4853.83,934.89,509.001
1718626775390.004150,22.1,-4717.46,938.669,509.076
1718626775399.003418,22.4336,-4840.75,946.448,508.368
1718626775408.002930,22.7,-4964,956.892,508.633
1718626775417.002197,22.4777,-5079.74,963,507.7
1718626775426.001709,22.1889,-5195.45,960.777,508.867
1718626775435.000977,22.1,-5179.69,955.333,508.944
1718626775444.000244,21.9889,-5098.25,946.222,508.756
1718626775452.999756,21.9,-4991.2,934.111,508.944
1718626775461.999023,21.9,-4852.17,927.111,508.578
1718626775470.998291,21.9,-4746.7,928.666,509.3
1718626775479.997803,22.4553,-4758.85,935.554,509.167
1718626775488.997070,22.5669,-4771,944.441,509.222
1718626775497.996338,22.3,-4945.98,954.44,508.745
1718626775506.995850,21.7449,-5121.02,959.112,508.155
1718626775515.995117,21.3,-5104.74,953.561,508.156
1718626775524.994385,21.633,-5033.64,943.118,508.044
1718626775533.993896,21.9,-4946.82,933.45,509.177
1718626775542.993164,22.4548,-4847.38,927.225,509.234
1718626775551.992432,22.9,-4798.95,927.795,508.977
1718626775560.991943,22.9,-4852.95,937.984,508.769
1718626775569.991211,23.51,-4928.8,952.878,508.043
1718626775578.990479,24,-5181.23,962.547,508.334
1718626775587.989990,23.7228,-5433.67,969.66,508.089
1718626775596.989258,23.5,-5528.2,971.404,508.466
1718626775605.988525,23.5,-5602.76,963.77,508.357
1718626775614.988037,23.5,-5503.16,949.683,508.465
1718626775623.987305,23.1675,-5263.5,942.114,508.635
1718626775632.986572,23.1216,-5094.12,940.114,508.332
1718626775641.986084,23.3,-5013.13,942.543,508.734
1718626775650.985352,22.9676,-4976.57,954.528,508.577
1718626775659.984619,22.7,-5096.98,970.198,508.8
1718626775668.984131,22.3677,-5217.41,979.771,508.623
1718626775677.983398,22.1,-5285.2,979.344,508.666
1718626775686.982666,22.4322,-5346.3,972.46,508.823
1718626775695.982178,22.7,-5287.19,961.363,508.91
1718626775704.981445,22.3679,-5193.34,947.249,508.725
1718626775713.980713,20.9932,-4997.69,938.231,508.929
1718626775722.980225,20.1,-4673.71,938.211,509.835
1718626775731.979492,21.9811,-4473.85,944.095,509.677
1718626775740.978760,23.5,-4714.13,955.515,509.502
1718626775749.978271,23.5,-4955,974.283,508.072
1718626775758.977539,23.5,-5291.66,989.978,507.209
1718626775767.976807,23.1682,-5629.13,991.907,507.467
1718626775776.976318,22.7894,-5643.87,981.373,507.609
1718626775785.975586,22.7,-5565.02,965.932,508
1718626775794.974854,22.3683,-5374.56,949.492,508.574
1718626775803.974365,22.1,-5043,937.792,509.565
1718626775812.973633,22.1,-4794.83,939.415,509.723
1718626775821.972900,22.1,-4715.64,951.622,509.765
1718626775830.972412,22.542,-4675.79,967.503,508.997
1718626775839.971680,22.9,-4960.77,984.061,507.688
1718626775848.971191,22.4581,-5245.75,997.412,507.579
1718626775857.970459,22.5418,-5407.95,999.912,508.182
1718626775866.969727,22.9,-5534.42,988.943,508.55
1718626775875.969238,22.5687,-5447.95,972.944,508.438
1718626775884.968506,22.3,-5253.4,960.472,508.442
1718626775893.967773,22.3,-5072.4,952.473,508.246
1718626775902.967285,22.3,-4918.96,949.322,509.303
1718626775911.966553,22.3,-4792.99,956.729,509.02
1718626775920.965820,22.5207,-4895.3,969.288,508.903
1718626775929.965332,22.7,-4998,979.525,508.312
1718626775938.964600,23.031,-5212.25,984.881,508.685
1718626775947.963867,23.3,-5427.34,986,508.331
1718626775956.963379,22.3073,-5413.01,980.715,508.157
1718626775965.962646,21.5,-5331.61,967.836,509.016
1718626775974.961914,21.7205,-5186.33,956.038,509.06
1718626775983.961426,21.9,-4910.85,951.88,509.24
1718626775992.960693,22.4512,-4764.64,955.2,508.796
1718626776001.959961,23.0102,-4882.08,964.16,508.992
1718626776010.959473,23.1,-5011.35,979.039,508.424
1718626776019.958740,22.8796,-5239.76,992.399,508.552
1718626776028.958008,22.7,-5468.17,997.56,508.824
1718626776037.957520,22.7,-5512.35,993.042,508.688
1718626776046.956787,22.7,-5502.45,984.483,508.888
1718626776055.956055,23.6361,-5473.96,976.923,509
1718626776064.955566,23.9044,-5430.32,971.681,508.165
1718626776073.954834,23.5,-5390.21,971.318,508.067
1718626776082.954102,23.6101,-5357.37,976.954,508.817
1718626776091.953613,23.7,-5354.65,985.514,508.288
1718626776100.952881,25.7362,-5606.18,992.635,507.653
1718626776109.952148,27.4,-5857.71,999.074,506.876
1718626776118.951660,25.5294,-6005.88,1004.76,506.661
1718626776127.950928,24,-6140.42,1000.42,507.373
1718626776136.950195,24.22,-6032.14,984.1,508.912
1718626776145.949707,23.575,-5799.44,968.734,508.8
1718626776154.948975,22.9,-5536.22,961.122,508.537
1718626776163.948242,23.6147,-5210.35,961.755,509.165
1718626776172.947754,24.2,-5007.49,971.018,509.523
1718626776181.947021,24.2,-5250.02,989.21,508.663
1718626776190.946289,24.2,-5494,1008.89,508.562
1718626776199.945801,24.2,-5715.52,1022.95,508.175
1718626776208.945068,23.7055,-5938.35,1029.75,507.83
1718626776217.944336,23.3,-5975.36,1030.25,507.494
1718626776226.943848,22.8605,-5916.86,1020.99,508.175
1718626776235.943115,22.5,-5760.93,1000.61,508.794
1718626776244.942383,22.7197,-5480.06,976.363,508.993
1718626776253.941895,22.9,-5231.6,961.372,509.169
1718626776262.941162,23.3941,-5049.9,962.379,509.331
1718626776271.940674,23.8,-4867,975.881,508.775
1718626776280.939941,23.6353,-5082.01,995.631,508.825
1718626776289.939209,23.5,-5298.44,1016.32,508.688
1718626776298.938721,23.5,-5588.08,1029.19,508.362
1718626776307.937988,23.2805,-5899.45,1026.31,507.888
1718626776316.937256,23.1,-5944.71,1009.81,507.825
1718626776325.936768,23.1,-5771.02,989.252,507.95
1718626776334.936035,23.1,-5544.34,974.939,508.225
1718626776343.935303,23.1,-5208.22,969.688,508.743
1718626776352.934814,23.1,-4917.89,972.372,509.219
1718626776361.934082,23.1,-5022.73,986.742,508.993
1718626776370.933350,23.3193,-5127.57,1006.74,509.019
1718626776379.932861,23.5,-5424,1021.93,508.793
1718626776388.932129,23.774,-5746.17,1026.13,508.164
1718626776397.931396,24,-5912.05,1021.07,507.355
1718626776406.930908,24.2192,-5997.1,1008.14,507.632
1718626776415.930176,24.4,-5924.93,989.266,507.555
1718626776424.929443,24.0714,-5650.01,972.761,508.313
1718626776433.928955,23.5262,-5402.49,968.619,508.375
1718626776442.928223,23.3,-5255.51,978.547,508.251
1718626776451.927490,23.6832,-5108.52,994.419,508.455
1718626776460.927002,24,-5342.58,1010.98,508.558
1718626776469.926270,24,-5628.19,1025.67,508.124
1718626776478.925537,24,-5862.19,1033,507.884
1718626776487.925049,24.2189,-6080.75,1026.02,507.267
1718626776496.924316,24.2906,-6128.26,1007.84,507.215
1718626776505.923584,24.2,-5954.57,989.461,506.68
1718626776514.923096,23.5983,-5737.63,978.385,507.867
1718626776523.922363,23.1,-5361.56,974.564,508.513
1718626776532.921631,24.139,-5050.54,978.793,508.139
1718626776541.921143,25,-5309.73,994.149,507.8
1718626776550.920410,24.5626,-5568.91,1014.71,507.974
1718626776559.919678,24.2,-5810.44,1029.05,508.461
1718626776568.919189,24.2,-6049.57,1030.39,507.624
1718626776577.918457,23.4896,-6079.8,1020.9,506.927
1718626776586.917725,22.9,-5936.71,1005.16,507.913
1718626776595.917236,23.3917,-5742.13,985.86,508.322
1718626776604.916504,23.8,-5440.2,970.954,508.565
1718626776613.915771,23.8,-5170.69,970.481,508.087
1718626776622.915283,23.8,-5187.34,982.396,508.026
1718626776631.914551,23.7454,-5203.99,998.959,507.974
1718626776640.913818,23.7546,-5412.55,1014.09,507.939
1718626776649.913330,23.8,-5647.44,1025.04,507.687
1718626776658.912598,23.1996,-5769.95,1027.7,507.8
1718626776667.911865,22.7,-5833.8,1019.91,508.235
1718626776676.911377,23.6277,-5833.91,1005.05,508.365
1718626776685.910645,24.4,-5700.72,992.089,508.148
1718626776694.910156,23.6908,-5559.35,987,508.687
1718626776703.909424,23.1,-5345.26,988.738,508.887
1718626776712.908691,23.809,-5131.17,996.212,508.479
1718626776721.908203,23.691,-5340.12,1009.51,508.451
1718626776730.907471,23.1,-5553.41,1023.21,508.562
1718626776739.906738,23.6997,-5723.7,1028.7,507.86
1718626776748.906250,24.2,-5880.98,1024.4,508.026
1718626776757.905518,24.2,-5930.53,1016.23,508.06
1718626776766.904785,24.2,-5839.59,1007.4,507.923
1718626776775.904297,22.9467,-5678.67,1001.4,508.168
1718626776784.903564,23.2621,-5370.9,997.566,508.91
1718626776793.902832,24.4,-5116.31,999.602,508.573
1718626776802.902344,24.2911,-5338.73,1009.94,508.063
1718626776811.901611,24.2,-5561.14,1024.2,507.837
1718626776820.900879,23.601,-5708.23,1032.73,508.453
1718626776829.900391,23.1,-5832.43,1032.83,507.697
1718626776838.899658,23.3178,-5844.17,1026.1,507.69
1718626776847.898926,23.5,-5761.82,1015.8,508.027
1718626776856.898438,23.881,-5668.9,1004.67,508.147
1718626776865.897705,23.3837,-5553.71,998.134,508.513
1718626776874.896973,22.7,-5436.01,1000.03,508.573
1718626776883.896484,22.3736,-5295.61,1008.33,508.454
1718626776892.895752,22.1,-5155.23,1017.03,508.433
1718626776901.895020,22.1,-5207.48,1024.03,508.005
1718626776910.894531,22.1,-5286.67,1028.39,507.998
1718626776919.893799,23.5681,-5494.64,1029.36,508.316
1718626776928.893066,23.5496,-5770.47,1026.97,507.495
1718626776937.892578,22.5,-5845.06,1018.67,508.281
1718626776946.891846,23.7501,-5655.63,1009.11,508.508
1718626776955.891113,24.8,-5494.56,1004.86,508.576
1718626776964.890625,23.2241,-5440.11,1007.73,507.835
1718626776973.889893,21.9,-5385.67,1011.73,508.454
1718626776982.889160,22.6605,-5394.31,1017.02,508.432
1718626776991.888672,23.3,-5403.74,1024.46,508.395
1718626777000.887939,23.1914,-5493.15,1030.3,507.946
1718626777009.887207,22.557,-5624.82,1029.84,508.486
1718626777018.886719,22.1,-5623.43,1023.98,508.039
1718626777027.885986,22.4257,-5510.04,1017.41,507.516
1718626777036.885254,22.7,-5401.54,1012.27,507.973
1718626777045.884766,22.7,-5303.4,1009.14,508.286
1718626777054.884033,22.7,-5205.26,1009.73,508.486
1718626777063.883301,22.917,-5271.33,1016.31,508.341
1718626777072.882813,22.9915,-5339.53,1026.31,507.439
1718626777081.882080,22.9,-5485.94,1032.86,507.908
1718626777090.881348,23.9305,-5643.42,1032.27,508.551
1718626777099.880859,24.8,-5777.25,1026.98,507.688
1718626777108.880127,24.2578,-5898.53,1020.41,507.208
1718626777117.879639,23.8,-5895.07,1012.26,506.719
1718626777126.878906,23.2037,-5626.51,1003.41,507.886
1718626777135.878174,22.7,-5388.78,1000.43,508.646
1718626777144.877686,22.5916,-5267.93,1006.17,508.681
1718626777153.876953,23.4212,-5147.08,1016.88,508.117
1718626777162.876221,24.2,-5351.35,1026.74,508.714
1718626777171.875732,22.954,-5601.99,1035.15,508.04
1718626777180.875000,21.9,-5640.83,1038.43,507.86
1718626777189.874268,21.9,-5567.03,1036.42,507.954
1718626777198.873779,21.9,-5444.81,1028.27,507.573
1718626777207.873047,21.2503,-5258.53,1018.56,507.942
1718626777216.872314,21.0248,-5081.7,1014.86,508.504
1718626777225.871826,21.3,-4940.86,1021.59,508.969
1718626777234.871094,21.1918,-4800.02,1033.3,508.903
1718626777243.870361,21.1,-4969.64,1042.01,509.283
1718626777252.869873,20.8836,-5143.78,1045.14,508.286
1718626777261.869141,20.7,-5234.8,1040.99,508.228
1718626777270.868408,21.7819,-5300.05,1032.27,508
1718626777279.867920,22.7,-5327.22,1022.13,508.086
1718626777288.867188,22.7,-5322.08,1015.28,508.114
1718626777297.866455,22.7,-5310.24,1014.29,508.172
1718626777306.865967,22.7,-5272.82,1019.44,508.056
1718626777315.865234,21.9432,-5235.37,1026.58,507.944
1718626777324.864502,21.3,-5197.57,1031.29,508.314
1718626777333.864014,21.3,-5159.77,1033.43,508.2
1718626777342.863281,21.3,-5179.71,1033.57,508.114
1718626777351.862549,21.3,-5208,1030.85,508.343
1718626777360.862061,21.3,-5184.15,1025.43,508.628
1718626777369.861328,21.3,-5115.95,1021.14,508.657
1718626777378.860596,21.192,-5053.84,1021.29,508.914
1718626777387.860107,21.1,-4999.84,1024.72,509.186
1718626777396.859375,21.424,-4978.07,1027.43,509.7
1718626777405.858643,21.7,-5080.06,1029.29,509.143
1718626777414.858154,22.1318,-5182.06,1032.29,508.4
1718626777423.857422,22.5,-5295.97,1034.86,508.057
1718626777432.856689,22.1762,-5411.61,1034.71,508.328
1718626777441.856201,21.9,-5413.93,1030.43,508.657
1718626777450.855469,21.9,-5355.44,1025.29,508.443
1718626777459.854736,21.6842,-5267.84,1023.43,508.443
1718626777468.854248,21.5,-5141.4,1024.43,508.028
1718626777477.853516,21.5,-5044.15,1025.43,509.471
1718626777486.852783,21.5,-5059.45,1026.86,509.758
1718626777495.852295,21.2843,-5074.75,1030.14,508.915
1718626777504.851563,21.2078,-5113.5,1033.86,508.058
1718626777513.850830,21.3,-5152.65,1033.72,508.413
1718626777522.850342,21.1922,-5145.19,1030.72,508.559
1718626777531.849609,21.1,-5123.1,1029,508.241
1718626777540.849121,20.9922,-5082.99,1031.57,508.944
1718626777549.848389,20.9,-5004,1035.86,508.286
1718626777558.847656,21.1155,-4979.47,1037,507.93
1718626777567.847168,21.3,-5072.62,1037,508.24
1718626777576.846436,20.8692,-5154.74,1037.43,509.03
1718626777585.845703,21.1461,-5130.74,1036.72,508.4
1718626777594.845215,21.7,-5106.75,1032.44,508.785
1718626777603.844482,21.2694,-5073.98,1027.72,508.83
1718626777612.843750,20.9,-5038.46,1025.57,508.456
1718626777621.843262,20.9,-5008.18,1025.85,508.288
1718626777630.842529,20.9,-4980.73,1027,508.198
1718626777639.841797,20.9,-4966.1,1027.85,508.573
1718626777648.841309,20.6848,-4968.67,1029.85,508.256
1718626777657.840576,20.5,-4973.96,1033.56,508.899
1718626777666.839844,20.8227,-5005.7,1037,509.087
1718626777675.839355,21.1,-5037.43,1035.72,509.013
1718626777684.838623,22.6591,-5227.15,1032.29,508.66
1718626777693.837891,24,-5419.73,1030.85,507.971
1718626777702.837402,22.8713,-5447.35,1032.85,507.731
1718626777711.836670,21.9,-5422.81,1031.87,507.569
1718626777720.835938,21.2552,-5350.77,1027.3,508.456
1718626777729.835449,21.5596,-5175.52,1025,508.885
1718626777738.834717,22.3,-5044.62,1026.77,508.19
1718626777747.833984,21.548,-5086.92,1032.13,507.824
1718626777756.833496,20.9,-5129.22,1036.28,509.013
1718626777765.832764,20.9,-5109.39,1038.85,508.832
1718626777774.832031,20.9,-5088.39,1040.85,508.455
1718626777783.831543,20.4705,-5060.44,1041.15,508.161
1718626777792.830811,21.0662,-5028.7,1037.45,507.768
1718626777801.830078,21.9,-5062.06,1032.72,508.06
1718626777810.829590,22.3293,-5151.6,1031.85,508.408
1718626777819.828857,22.7,-5237.11,1035.55,508.692
1718626777828.828125,22.3781,-5313.82,1040.7,508.323
1718626777837.827637,22.1,-5390.53,1043,508.832
1718626777846.826904,22.2073,-5433.35,1042.57,507.945
1718626777855.826172,22.3,-5475.5,1041.57,508.195
1718626777864.825684,22.3,-5465.35,1039.72,508.022
1718626777873.824951,22.0856,-5447.35,1035.45,507.337
1718626777882.824219,21.9,-5390.25,1029.88,507.818
1718626777891.823730,22.1144,-5311.82,1026.15,507.852
1718626777900.822998,22.3,-5252.65,1026.91,508.175
1718626777909.822266,22.3,-5235.6,1031.06,508.025
1718626777918.821777,22.3,-5215.75,1034.15,508.6
1718626777927.821045,21.0144,-5184.9,1035.29,508.515
1718626777936.820313,20.0071,-5154.04,1032.3,508.867
1718626777945.819824,20.1,-5007.29,1028.73,508.863
1718626777954.819092,19.3504,-4843.05,1027,508.806
1718626777963.818604,18.7,-4693.07,1027.85,508.924
1718626777972.817871,19.0212,-4550.88,1030.27,508.024
1718626777981.817139,19.3,-4495.53,1033.7,508.685
1718626777990.816650,19.3,-4558.08,1035.58,509.012
1718626777999.815918,19.3,-4590.39,1034.58,508.579
1718626778008.815186,18.23,-4503.09,1033.15,508.321
1718626778017.814697,17.407,-4415.8,1032.42,509.385
1718626778026.813965,17.5,-4303.83,1032.15,509.5
1718626778035.813232,17.2861,-4191.33,1029.73,510.051
1718626778044.812744,17.1,-4132.32,1027.62,510.334
1718626778053.812012,17.6718,-4090.47,1027.7,510.039
1718626778062.811279,18.3,-4094.58,1031.12,509.357
1718626778071.810791,17.4447,-4138.67,1035.69,508.605
1718626778080.810059,16.5931,-4154.95,1038.85,509.531
